"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-11","8.72"," 1413"," 1349","0.00","0.0",,,"69","58",,"  100","  100","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-12","7.61"," 1136"," 1135","0.00","0.0",,,"65","56",,"   90","   90","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-13","6.71"," 1904"," 1911","0.10","0.0",,,"67","58",,"  190","  200","0.0","19.9","23.9","    1",,,,"    1",,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-14","10.07"," 1219"," 1217","0.05","0.0",,,"75","56",,"  310","  300","0.0","21.9","32.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-15","11.41"," 0755"," 0737","0.00","0.0",,,"70","56",,"  290","  310","0.0","21.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-16","11.41"," 2301"," 2300","0.14","0.0",,,"71","53",,"  210","  210","0.0","30.0","36.9","    1",,,,"    1",,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-17","8.05"," 0022"," 0005","0.15","0.0",,,"71","56",,"  210","  200","0.0","29.1","38.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-18","5.82"," 1549"," 1540","0.00","0.0",,,"65","55",,"  110","  130","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-19","5.59"," 1503"," 1501","0.00","0.0",,,"73","56",,"  120","  120","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-20","12.53"," 1716"," 1357","0.00","0.0",,,"72","56",,"  330","  310","0.0","21.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-21","11.63"," 2350"," 2359","0.00","0.0",,,"72","51",,"  230","  230","0.0","23.0","30.0",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-22","14.09"," 0951"," 0010","0.00","0.0",,,"87","62",,"  240","  230","0.0","23.9","33.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-23","8.72"," 1558"," 1558","0.00","0.0",,,"76","61",,"  110","  110","0.0","15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-24","12.97"," 2056"," 2054","0.00","0.0",,,"84","60",,"  230","  240","0.0","21.9","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-25","12.30"," 1145"," 1101","0.00","0.0",,,"88","67",,"  250","  210","0.0","19.9","28.0",,,,,,,"    1","    1",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-26","10.51"," 1730"," 1151","0.00","0.0",,,"69","58",,"   50","   60","0.0","19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-27","10.07"," 0333"," 0339","0.04","0.0",,,"61","58",,"   50","   60","0.0","17.9","21.9","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-28","12.08"," 1445"," 1439","0.68","0.0",,,"78","60",,"  200","  190","0.0","28.0","36.0","    1","    1",,,"    1",,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-29","11.18"," 1442"," 1415","0.00","0.0",,,"83","67",,"  230","  230","0.0","21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-09-30","16.55"," 1314"," 2044","0.00","0.0",,,"81","64",,"  200","  190","0.0","36.0","48.1","    1","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-01","18.79"," 1142"," 0834","0.35","0.0",,,"84","58",,"  180","  200","0.0","36.0","51.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-02","10.74"," 0814"," 0814","0.00","0.0",,,"67","51",,"  320","  320","0.0","19.9","25.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-03","13.65"," 2359"," 2358","0.00","0.0",,,"59","47",,"   40","   40","0.0","23.9","31.1",,,,,"    1",,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-04","19.01"," 1517"," 0316","0.51","0.0",,,"59","52",,"   40","   40","0.0","28.0","34.9","    1",,,,"    1",,,"    1",,,,"    1","    1",,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-05","15.66"," 0506"," 0426","0.09","0.0",,,"58","54",,"   50","   40","0.0","23.9","30.0","    1",,,,"    1",,,"    1",,,,"    1","    1",,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-06","13.65"," 1138"," 1255","1.29","0.0",,,"59","52",,"   50","   50","0.0","33.1","47.0","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-07","14.32"," 1451"," 1508","0.00","0.0",,,"66","50",,"  290","  290","0.0","28.0","33.1",,,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-08","12.97"," 1307"," 1602","0.00","0.0",,,"73","52",,"  250","  270","0.0","23.9","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-09","13.20"," 1339"," 1144","0.00","0.0",,,"64","48",,"  300","  320","0.0","25.1","36.0",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-10","10.96"," 1411"," 1410","0.00","0.0",,,"66","46",,"  250","  250","0.0","21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-11","8.05"," 1218"," 1109","0.00","0.0",,,"69","54",,"  300","  270","0.0","17.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-12","7.38"," 1240"," 2213","0.05","0.0",,,"62","49",,"   80","  320","0.0","15.0","17.9",,,,,"    1",,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-13","7.83"," 1706"," 0108","0.00","0.0",,,"60","45",,"  120","  320","0.0","13.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-14","9.84"," 2359"," 0901","0.26","0.0",,,"60","46",,"   60","  150","0.0","23.0","32.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-15","22.82"," 1340"," 1233","1.18","0.0",,,"58","44",,"  260","  280","0.0","36.0","47.0","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-16","19.69"," 1042"," 1600","0.00","0.0",,,"58","44",,"  320","  320","0.0","33.1","42.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-17","11.41"," 1610"," 1605","0.00","0.0",,,"66","46",,"  290","  290","0.0","25.1","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-18","12.30"," 1458"," 1234","0.00","0.0",,,"60","48",,"  280","  270","0.0","23.0","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-19","7.83"," 1419"," 1442","0.00","0.0",,,"59","43",,"  270","  300","0.0","15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-20","6.49"," 1802"," 1410","0.00","0.0",,,"62","45",,"  190","  230","0.0","15.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-21","11.41"," 1431"," 1437","0.02","0.0",,,"60","45",,"  280","  290","0.0","30.0","38.9","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-22","15.21"," 1252"," 1252","0.00","0.0",,,"51","41",,"  270","  270","0.0","32.0","38.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-23","11.86"," 1605"," 1459","0.00","0.0",,,"59","40",,"  300","  280","0.0","21.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-24","3.36"," 0221"," 0220","0.01","0.0",,,"52","43",,"  340","  340","0.0","8.9","13.0",,,,,"    1",,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-25","5.14"," 2240"," 2324","0.01","0.0",,,"65","50",,"  200","  210","0.0","17.9","23.0","    1","    1",,,"    1",,,"    1",,,,"    1","    1",,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-26","9.62"," 1557"," 1558","0.00","0.0",,,"73","61",,"  190","  190","0.0","17.9","21.9",,,,,,,,,,,,,"    1",,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-27","12.97"," 1315"," 2050","0.13","0.0",,,"72","64",,"  200","  220","0.0","19.9","25.1","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-28","12.75"," 1214"," 1212","0.00","0.0",,,"78","56",,"  250","  240","0.0","30.0","38.9","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-29","11.63"," 2132"," 2130","0.00","0.0",,,"58","44",,"  320","  330","0.0","23.0","32.0",,,,,"    1",,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-30","14.32"," 1358"," 1227","0.00","0.0",,,"57","40",,"  260","  270","0.0","25.1","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-10-31","14.54"," 1556"," 0855","0.00","0.0",,,"58","37",,"  330","  280","0.0","23.9","33.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-01","12.97"," 1512"," 1511","0.00","0.0",,,"51","35",,"  320","  330","0.0","19.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-02","8.05"," 0247"," 0246","0.00","0.0",,,"49","37",,"  320","  320","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-03","6.49"," 1234"," 1228","0.00","0.0",,,"51","32",,"  260","  260","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-04","12.30"," 1604"," 1533","0.78","0.0",,,"52","39",,"   40","   40","0.0","29.1","38.9","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-05","8.05"," 1646"," 1646","0.38","0.0",,,"62","47",,"  240","  230","0.0","23.9","30.0","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-06","9.62"," 1532"," 1531","0.00","0.0",,,"50","42",,"   20","   30","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-07","13.65"," 2338"," 2337","0.14","0.0",,,"45","37",,"  320","  320","0.0","23.9","32.0","    1",,,,"    1",,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-08","20.36"," 0849"," 0758","0.43","0.0",,,"50","36",,"   40","   20","0.0","40.9","53.9","    1",,,,"    1",,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-09","13.87"," 2031"," 2039","0.06","0.0",,,"53","46",,"   10","   10","0.0","23.0","30.0","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-10","16.78"," 1109"," 1234","0.07","0.0",,,"48","42",,"   20","   20","0.0","28.0","34.9","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-11","13.42"," 0107"," 0106","0.00","0.0",,,"50","39",,"   40","   40","0.0","30.0","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-12","8.05"," 1020"," 1000","0.00","0.0",,,"56","39",,"   40","   30","0.0","14.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-13","4.47"," 0551"," 1101","0.00","0.0",,,"61","41",,"  320","  290","0.0","10.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-14","7.83"," 0950"," 1052","0.00","0.0",,,"52","41",,"   60","   60","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-15","4.70"," 1546"," 1636","0.00","0.0",,,"52","47",,"   70","   50","0.0","10.1","12.1","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-16","7.83"," 2151"," 2150","0.04","0.0",,,"53","49",,"  110","  100","0.0","17.0","21.9","    1",,,,"    1",,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-17","19.91"," 2247"," 2328","0.90","0.0",,,"64","49",,"  270","  280","0.0","36.0","47.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-18","14.54"," 2359"," 2359","0.00","0.0",,,"54","41",,"  280","  280","0.0","33.1","42.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-19","8.50"," 1149"," 1145","0.00","0.0",,,"45","35",,"  290","  270","0.0","17.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-20","12.97"," 1437"," 1436","0.00","0.0",,,"54","34",,"  290","  290","0.0","25.9","38.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-21","9.17"," 0745"," 0015","0.00","0.0",,,"39","32",,"   10","  350","0.0","15.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-22","10.96"," 1947"," 2046","0.00","0.0",,,"56","37",,"  220","  230","0.0","17.9","23.0",,,,,"    1",,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-23","9.40"," 2213"," 2211","0.00","0.0",,,"62","51",,"  290","  300","0.0","28.0","40.9","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-24","19.91"," 1612"," 0932","0.00","0.0",,,"51","34",,"  300","  300","0.0","31.1","45.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-25","10.07"," 0633"," 0147","0.00","0.0",,,"41","31",,"  290","  300","0.0","21.0","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-26","9.84"," 1620"," 1528","0.16","0.0",,,"47","34",,"  280","  290","0.0","21.9","33.1","    1",,,,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-27","12.53"," 1516"," 1510","0.00","0.0",,,"43","32",,"  280","  270","0.0","28.0","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-28","10.96"," 0229"," 0500","0.00","0.0",,,"45","28",,"  290","  320","0.0","21.9","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-29","6.26"," 1800"," 1831","0.00","0.0",,,"46","35",,"  160","  150","0.0","10.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-11-30","6.71"," 1331"," 1957","0.00","0.0",,,"49","34",,"  110","  130","0.0","15.0","17.0",,,,,"    1",,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-01","15.43"," 1835"," 0729","0.38","0.0",,,"56","46",,"  130","  190","0.0","30.0","42.9","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-02","14.09"," 0142"," 0132","0.00","0.0",,,"51","36",,"  270","  270","0.0","25.1","33.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-03","11.63"," 2108"," 2141","0.00","0.0",,,"41","34",,"  320","  310","0.0","17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-04","14.09"," 0549"," 0548","0.00","0.0",,,"43","32",,"  300","  300","0.0","21.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-05","11.18"," 2122"," 2122","0.00","0.0",,,"36","29",,"  290","  290","0.0","21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-06","18.79"," 1753"," 1749","0.00","0.0",,,"35","27",,"  270","  290","0.0","28.0","38.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-07","15.43"," 1857"," 0741","0.00","0.0",,,"37","28",,"  280","  250","0.0","23.0","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-08","16.78"," 0923"," 0852","0.00","0.0",,,"34","25",,"  280","  280","0.0","25.1","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-09","13.20"," 0215"," 0839","0.00","0.0",,,"29","19",,"  280","  300","0.0","19.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-10","7.16"," 0048"," 0038","0.00","0.0",,,"28","14",,"  320","  310","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-11","4.92"," 0829"," 0949","0.00","0.0",,,"45","28",,"  240","  280","0.0","15.0","19.9",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-12","16.33"," 2133"," 2055","1.15","0.0",,,"53","30",,"  140","  140","0.0","34.9","42.9","    1",,,,"    1",,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-13","11.86"," 0023"," 0034","0.17","0.0",,,"57","37",,"  150","  140","0.0","21.0","30.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-14","13.42"," 2355"," 2356","0.00","0.0",,,"37","21",,"  290","  290","0.0","23.0","31.1",,,,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-15","15.66"," 0834"," 0832","0.00","0.0",,,"23","18",,"  290","  290","0.0","25.9","33.1",,,,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-16","10.29"," 1353"," 0806","0.00","0.0",,,"34","20",,"  230","  250","0.0","19.9","25.1",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-17","7.38"," 1455"," 1434","0.00","0.0",,,"36","21",,"  280","  280","0.0","17.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-18","4.03"," 0304"," 0303","0.00","0.0",,,"38","24",,"  280","  280","0.0","10.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-19","7.83"," 2244"," 2243","0.00","0.0",,,"37","25",,"  350","  350","0.0","14.1","17.0",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-20","14.76"," 2359"," 2155","0.19","2.6",,,"33","26",,"  320","  330","0.0","23.0","31.1","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-21","19.24"," 1615"," 0816","0.01","0.1",,,"41","27",,"  320","  320","0.0","25.9","38.0",,,,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-22","15.21"," 2357"," 2357","0.03","0.4",,,"39","32",,"  320","  310","0.0","21.0","29.1","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-23","18.12"," 1553"," 1951","0.07","0.7",,,"40","31",,"  330","  330","0.0","25.1","32.0","    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-24","13.65"," 0129"," 0507","0.00","0.0",,,"38","27",,"  320","  310","0.0","21.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-25","5.82"," 0002"," 0001","0.00","0.0",,,"31","23",,"  320","  320","0.0","17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-26","18.79"," 2023"," 2030","0.91","9.9",,,"32","23",,"   30","   40","0.0","40.9","51.0","    1","    1",,,,,"    1","    1","    1",,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-27","29.30"," 1818"," 1557","0.70","8.3",,,"30","19",,"  320","  320","0.0","40.0","55.0","    1","    1",,,,,,"    1","    1",,,,,,"    1",,"    1",,,"    1",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-28","20.80"," 0222"," 0008","0.00","0.0",,,"35","18",,"  300","  320","0.0","34.9","46.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-29","10.29"," 1115"," 1124","0.00","0.0",,,"38","29",,"  320","  330","0.0","21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-30","7.61"," 1919"," 1750","0.00","0.0",,,"43","29",,"  240","  240","0.0","14.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2010-12-31","6.71"," 2359"," 1949","0.00","0.0",,,"50","28",,"  240","  230","0.0","15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-01-01","6.04"," 2359"," 2357","0.00","0.0",,,"56","35",,"  240","  240",,"15.0","17.9","    1",,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-01-02","6.93"," 2334"," 2353","0.15","0.0",,,"51","38",,"  300","  290",,"23.9","31.1","    1","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-01-03","15.43"," 1032"," 1003","0.00","0.0",,,"38","29",,"  320","  320",,"25.9","34.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-01-04","10.29"," 1402"," 1355","0.00","0.0",,,"39","25",,"  230","  240",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-01-05","11.63"," 1355"," 1354","0.00","0.0",,,"39","28",,"  270","  280",,"25.1","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-01-06","6.26"," 0012"," 0005","0.00","0.0",,,"32","22",,"  290","  290",,"14.1","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-01-07","9.40"," 2353"," 2354","0.02","0.3",,,"35","23",,"   20","   20",,"16.1","17.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-01-08","11.18"," 2206"," 2013","0.16","1.9",,,"33","27",,"  360","  350",,"17.9","23.9","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",,
