"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-18","6.71",,,"0.00","0.0",,"32","43","27",,"  240","  230",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-19","12.08",,,"0.13","0.5",,"33","37","28",,"   80","   80",,"25.1","30.0","    1",,,,,"    1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-20","17.90",,,"1.20","1.1",,"30","37","10",,"   70","  300",,"32.0","40.9","    1",,,"    1",,"    1",,"    1",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-21","20.13",,,"0.00","0.0",,"9","10","5",,"  290","  320",,"29.1","40.9",,,,,,,,"    1","    1",,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-22","14.09",,,"0.00","0.0",,"14","28","7",,"  290","  290",,"25.9","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-23","13.65",,,"0.00","0.0",,"29","48","20",,"  220","  230",,"23.9","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-24","23.71",,,"1.00","0.0",,"52","59","37",,"  180","  190",,"38.9","53.0","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-25","13.65",,,"0.00","0.0",,"39","42","29",,"  280","  270",,"25.1","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-26","8.50",,,"0.00","0.0",,"30","36","25",,"  220","  230",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-27","13.20",,,"0.00","0.0",,"35","47","27",,"  190","  190",,"25.9","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-28","10.07",,,"0.00","0.0",,"34","42","24",,"  320","  320",,"18.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-29","12.53",,,"0.05","0.0",,"28","38","20",,"  120","  120",,"19.9","23.0","    1",,,"    1",,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-30","15.88",,,"0.16","0.5",,"33","39","9",,"  270","  270",,"33.1","44.1","    1","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-01-31","17.22",,,"0.00","0.0",,"12","18","5",,"  260","  280",,"25.1","36.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-02-01","13.20",,,"0.00","0.0",,,"23","10",,"  260","  250",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-02-02","12.75",,,"0.00","0.0",,,"35","14",,"  220","  250",,"25.1","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-02-03","6.26",,,"0.00","0.0",,,"39","27",,"  200","  210",,"14.1","18.1","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-02-04","9.40",," 2147","0.00","0.0",,,"63","35",,"  220","  210",,"16.1","21.9","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-02-05",,,,"0.00","0.0",,,"65","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-02-06",,,,"0.37","0.0",,,"44","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-02-07",,,,"0.21","0.0",,,"42","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-02-08",,,,"0.07","0.0",,,"57","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-02-09",,,,"0.00","0.0",,,"36","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-02-10",,,,"0.00","0.0",,,"37","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-01","7.38"," 0148"," 0134","0.00","0.0","0.0","42","48","35",,"  200","  210","0.0","17.9","23.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-02","13.87"," 1537"," 1536","0.01","0.0","0.0","48","60","35",,"  240","  230","0.0","25.9","36.9","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-03","12.75"," 1828"," 1248","0.25","0.4","0.0","35","38","32",,"   30","   80","0.0","17.9","25.1","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-04","13.42"," 0227"," 0210","0.00","0.0","0.0","28","33","23",,"  320","  300","0.0","21.9","29.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-05","11.18"," 2017"," 2102","0.00","0.0","0.0","20","26","13",,"  170","  160","0.0","23.0","25.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-06","11.18"," 0006"," 0030","0.00","0.0","0.0","34","41","26",,"  180","  170","0.0","19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-07","9.62"," 0529"," 0529","0.00","0.0","0.0","25","29","21",,"  280","  290","0.0","23.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-08","11.63"," 1537"," 1529","0.01","0.0","0.0","37","45","29",,"  210","  200","0.0","19.9","25.1","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-09","6.49"," 2202"," 2201","0.13","0.0","0.0","39","41","37",,"  150","  160","0.0","13.0","15.0","    1","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-10","14.09"," 1257"," 1134","0.11","0.0","0.0","42","46","37",,"  250","  240","0.0","28.0","36.0","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-11","14.99"," 0433"," 0358","0.00","0.0","0.0","33","37","29",,"  270","  260","0.0","28.0","36.9",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-12","11.41"," 2119"," 2118","0.00","0.0","0.0","31","35","27",,"   90","  100","0.0","25.9","34.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-13","11.86"," 0606"," 1249","0.01","0.3","0.0","25","34","16",,"  360","   20","0.0","21.0","25.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-14","7.61"," 1830"," 2011","0.00","0.0","0.0","20","28","11",,"  160","  180","0.0","17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-15","9.62"," 1438"," 1436","0.00","0.0","0.0","34","42","26",,"  210","  210","0.0","16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-16","14.54"," 1047"," 1046","0.00","0.0","0.0","31","37","25",,"   20","   10","0.0","28.0","32.0",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-17","13.42"," 1849"," 1836","0.10","1.6","0.0","22","25","19",,"  140","  160","0.0","21.0","23.9","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-18","8.50"," 1400"," 1359","0.00","0.0","1.0","25","32","17",,"  260","  270","0.0","17.0","21.0","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-19","5.82"," 2346"," 2248","0.29","3.7","1.0","21","28","13",,"  340","  350","0.0","19.9","25.1","    1","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,"    1",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-20","14.32"," 0248"," 0204","0.00","0.0","4.0","10","19","0",,"  330","  330","0.0","28.0","34.0","    1",,,,,,,,"    1",,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-21","5.82"," 0010"," 0204","0.00","0.0","3.0","5","13","-3",,"  280","  290","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-22","7.61"," 0737"," 0849","0.07","1.7","4.0","17","27","7",,"  140","  140","0.0","15.0","16.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-23","13.65"," 1512"," 1512","0.00","0.0","4.0","16","28","3",,"  230","  240","0.0","21.9","25.1","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-24","8.28"," 1148"," 1119","0.00","0.0","4.0","6","15","-3",,"  240","  240","0.0","15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-25","14.99"," 1230"," 1829","0.03","0.6","4.0","17","22","12",,"  330","  350","0.0","23.9","28.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-26","12.30"," 0219"," 0218","0.00","0.0","4.0","15","22","7",,"  340","  340","0.0","17.9","23.0",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-27","6.93"," 0425"," 0214","0.03","0.4","4.0","20","26","14",,"  340","  310","0.0","15.0","21.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-28","4.92"," 0548"," 1459","0.00","0.0","4.0","21","30","11",,"  150","   70","0.0","13.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-29","12.30"," 1615"," 1109","0.14","2.2","3.0","28","31","16",,"   70","   90","0.0","21.9","25.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-30","6.26"," 0012"," 2026","0.17","2.7","8.0","37","31","24",,"   90","  320","0.0","15.0","17.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-01-31","11.86"," 1547"," 1638","0.00","0.0","8.0","20","25","14",,"  240","  240","0.0","23.0","30.0",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-01","10.96"," 1545"," 1223","0.00","0.0","7.0","25","31","18",,"  280","   10","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-02","11.41"," 1846"," 1845","0.00","0.0","7.0","21","31","11",,"  200","  200","0.0","23.0","29.1","    1",,,"    1",,"    1",,"    1",,,,"    1",,,"    1","    1","    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-03","12.53"," 1546"," 1602","0.00","0.0","6.0","33","37","29",,"  300","  290","0.0","19.9","25.1","    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-04","12.75"," 1003"," 1003","0.00","0.1","5.0","25","31","18",,"  350","  360","0.0","25.1","30.0","    1",,,,,,,,"    1",,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-05","11.63"," 1138"," 1616","0.00","0.0","5.0","21","27","15",,"  260","  250","0.0","21.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-06","5.59"," 1308"," 1303","0.00","0.0","5.0","23","33","13",,"  230","  230","0.0","15.0","21.0","    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-07","8.05"," 0514"," 1713","0.00","0.0","5.0","26","37","14",,"  340","   40","0.0","17.0","21.9","    1",,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-08","9.62"," 2149"," 1632","0.00","0.0","5.0","22","33","10",,"  220","  210","0.0","17.9","25.9","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-09","10.07"," 0329"," 0328","0.00","0.0","5.0","41","48","33",,"  210","  210","0.0","21.0","31.1","    1",,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-10","11.41"," 2333"," 1713","0.00","0.0","2.0","35","41","29",,"  340","   20","0.0","17.9","25.1","    1",,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-11","10.29"," 0031"," 0026","0.00","0.0","0.0","24","29","18",,"  330","  330","0.0","21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-12","6.93"," 1107"," 1126","0.00","0.0","0.0","24","35","13",,"  130","  130","0.0","14.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-13","11.41"," 1943"," 1835","0.04","0.4","0.0","30","31","29",,"   50","   40","0.0","21.0","29.1","    1",,,,,"    1",,,,,,"    1",,"    1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-14","8.95"," 1621"," 1405","0.00","0.0","1.0","26","33","19",,"  290","   10","0.0","15.0","19.9",,,,,,"    1",,,,,,,,"    1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-15","12.30"," 2337"," 2343","0.00","0.0","0.0","31","43","19",,"  280","  280","0.0","25.1","33.1","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-16","10.29"," 0248"," 0009","0.00","0.0","0.0","28","37","19",,"  330","  290","0.0","25.1","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-17","9.84"," 2106"," 2105","0.00","0.0","0.0","27","35","18",,"  100","  110","0.0","21.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-18","15.66"," 1248"," 1257","1.13","11.1","1.0","30","32","28",,"   50","   50","0.0","25.9","32.0","    1","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,"    1",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-19","11.41"," 1945"," 1945","0.00","0.0","11.0","29","33","25",,"  250","  240","0.0","19.9","25.9",,,,,,,,"    1",,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-20","8.28"," 0806"," 0805","0.00","0.0","7.0","27","31","22",,"  290","  290","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-21","10.07"," 2031"," 1746","0.00","0.0","6.0","35","47","22",,"  190","  170","0.0","17.0","23.9","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-22","9.40"," 1324"," 1345","0.00","0.0","0.0","49","59","39",,"  190","  200","0.0","17.9","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-23","13.20"," 2303"," 1445","0.00","0.0","0.0","59","66","51",,"  180","  190","0.0","21.9","29.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-24","12.08"," 1550"," 1005","0.75","0.0","0.0","49","57","41",,"  250","  200","0.0","21.0","28.0","    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-25","12.08"," 1450"," 1448","0.00","0.0","0.0","55","72","38",,"  190","  210","0.0","28.0","38.9","    1","    1",,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-26","15.88"," 1057"," 1310","0.05","0.0","0.0","56","64","48",,"  180","  190","0.0","30.0","36.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-27","14.09"," 1501"," 1311","0.00","0.0","0.0","45","52","38",,"  280","  280","0.0","23.9","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-28","6.93"," 2149"," 2213","0.00","0.0","0.0","43","55","30",,"  160","  160","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-02-29","15.21"," 2018"," 2017","0.00","0.0","0.0","54","64","44",,"  200","  190","0.0","28.0","36.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-01","14.99"," 0813"," 0817","0.05","0.0","0.0","46","56","36",,"  320","  310","0.0","25.1","30.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-02","8.28"," 1050"," 0926","0.00","0.0","0.0","33","40","25",,"   20","   40","0.0","17.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-03","4.03"," 1418"," 0939","0.00","0.0","0.0","35","48","22",,"  100","   60","0.0","11.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-04","9.17"," 1359"," 1338","0.00","0.0","0.0","46","62","29",,"  260","  230","0.0","21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-05","4.92"," 1302"," 1749","0.00","0.0","0.0","52","69","34",,"  240","   50","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-06","7.38"," 1531"," 1321","0.00","0.0","0.0","51","70","32",,"  180","  190","0.0","17.0","21.9","    1",,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-07","11.18"," 1514"," 1513","0.00","0.0","0.0","66","78","53",,"  220","  230","0.0","21.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-08","13.87"," 2031"," 2030","0.01","0.0","0.0","67","78","56",,"  200","  190","0.0","29.1","38.0",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-09","14.76"," 0705"," 0705","0.01","0.0","0.0","46","63","28",,"  250","  250","0.0","31.1","38.9","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-10","9.40"," 0322"," 1545","0.00","0.0","0.0","30","34","26",,"  350","   40","0.0","14.1","23.9","    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-11","11.63"," 1050"," 1601","0.00","0.0","0.0","30","35","24",,"   20","   50","0.0","23.9","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-12","5.59"," 1412"," 1232","0.00","0.0","0.0","34","47","20",,"  320","  280","0.0","14.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-13","7.61"," 0820"," 0825","0.00","0.0","0.0","39","44","34",,"  200","  200","0.0","17.0","21.0","    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-14","11.18"," 1706"," 1820","0.00","0.0","0.0","45","58","32",,"  200","  210","0.0","21.0","25.1","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-15","10.96"," 2031"," 2100","0.29","0.0","0.0","50","65","34",,"   20","  360","0.0","28.0","33.1","    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-16","15.21"," 1421"," 1245","0.01","0.0","0.0","33","37","28",,"   20","   30","0.0","23.9","32.0",,,,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-17","10.51"," 0818"," 0814","0.00","0.0","0.0","32","36","27",,"   70","   60","0.0","19.9","28.0",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-18","10.51"," 0514"," 1646","0.00","0.0","0.0","34","43","25",,"  140","   70","0.0","17.9","21.9",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-19","11.41"," 1148"," 1243","0.09","0.0","0.0","39","42","36",,"   60","   50","0.0","21.0","31.1","    1","    1",,,,,,,,,,"    1","    1",,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-20","8.50"," 1116"," 1740","0.33","0.0","0.0","49","55","42",,"  120","   60","0.0","15.0","21.9","    1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-21","4.25"," 0108"," 0108","0.01","0.0","0.0","47","51","42",,"  260","  250","0.0","11.0","13.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2000-03-22","2.91"," 1507"," 2200","0.00","0.0","0.0","51","59","43",,"  200","   40","0.0","8.9","14.1","    1",,,,,,,,,,,"    1",,,,,,,,,,
