,RouteID,FromStop,ToStop,Departure,Arrival,TravelTimeMin
255,CR-Fitchburg,North Station,Waltham,2016-08-12 18:02:36,2016-08-12 18:19:37,17.016666666666666
256,CR-Fitchburg,North Station,Waltham,2016-08-14 20:02:48,2016-08-14 20:21:49,19.016666666666666
257,CR-Fitchburg,North Station,Waltham,2016-08-15 17:02:46,2016-08-15 17:23:17,20.516666666666666
258,CR-Fitchburg,North Station,Waltham,2016-08-15 17:38:50,2016-08-15 17:55:52,17.033333333333335
259,CR-Fitchburg,North Station,Waltham,2016-08-16 17:02:39,2016-08-16 17:26:42,24.05
260,CR-Fitchburg,North Station,Waltham,2016-08-18 17:02:36,2016-08-18 17:23:09,20.55
261,CR-Fitchburg,North Station,Waltham,2016-08-18 17:38:35,2016-08-18 17:57:06,18.516666666666666
262,CR-Fitchburg,North Station,Waltham,2016-08-19 17:36:43,2016-08-19 17:54:14,17.516666666666666
263,CR-Fitchburg,North Station,Waltham,2016-08-20 18:01:37,2016-08-20 18:22:08,20.516666666666666
264,CR-Fitchburg,North Station,Waltham,2016-08-20 20:01:50,2016-08-20 20:22:21,20.516666666666666
265,CR-Fitchburg,North Station,Waltham,2016-08-22 17:37:52,2016-08-22 17:56:55,19.05
266,CR-Fitchburg,North Station,Waltham,2016-08-23 17:04:26,2016-08-23 17:24:57,20.516666666666666
267,CR-Fitchburg,North Station,Waltham,2016-08-23 17:37:00,2016-08-23 17:55:32,18.533333333333335
268,CR-Fitchburg,North Station,Waltham,2016-08-23 20:55:58,2016-08-23 21:15:05,19.116666666666667
269,CR-Fitchburg,North Station,Waltham,2016-08-24 17:02:41,2016-08-24 17:23:14,20.55
270,CR-Fitchburg,North Station,Waltham,2016-08-24 17:38:49,2016-08-24 17:56:07,17.3
271,CR-Fitchburg,North Station,Waltham,2016-08-24 18:26:57,2016-08-24 18:47:29,20.533333333333335
272,CR-Fitchburg,North Station,Waltham,2016-08-24 19:16:50,2016-08-24 19:37:22,20.533333333333335
273,CR-Fitchburg,North Station,Waltham,2016-08-24 20:49:42,2016-08-24 21:10:14,20.533333333333335
274,CR-Fitchburg,North Station,Waltham,2016-08-25 17:02:45,2016-08-25 17:23:16,20.516666666666666
275,CR-Fitchburg,North Station,Waltham,2016-08-26 17:38:14,2016-08-26 17:53:45,15.516666666666667
276,CR-Fitchburg,North Station,Waltham,2016-08-26 17:59:02,2016-08-26 18:18:04,19.033333333333335
277,CR-Fitchburg,North Station,Waltham,2016-08-26 20:48:49,2016-08-26 21:07:29,18.666666666666668
278,CR-Fitchburg,North Station,Waltham,2016-08-27 20:02:55,2016-08-27 20:23:26,20.516666666666666
279,CR-Fitchburg,North Station,Waltham,2016-08-29 17:02:21,2016-08-29 17:24:53,22.533333333333335
280,CR-Fitchburg,North Station,Waltham,2016-08-29 17:38:38,2016-08-29 17:55:55,17.283333333333335
281,CR-Fitchburg,North Station,Waltham,2016-08-30 17:37:45,2016-08-30 17:56:16,18.516666666666666
282,CR-Fitchburg,North Station,Waltham,2016-08-30 17:56:28,2016-08-30 18:17:00,20.533333333333335
283,CR-Fitchburg,North Station,Waltham,2016-08-31 17:02:51,2016-08-31 17:23:22,20.516666666666666
284,CR-Fitchburg,North Station,Waltham,2016-08-31 17:38:54,2016-08-31 17:55:56,17.033333333333335
285,CR-Fitchburg,North Station,Waltham,2016-08-31 17:57:25,2016-08-31 18:16:26,19.016666666666666
286,CR-Fitchburg,North Station,Waltham,2016-09-01 17:06:07,2016-09-01 17:26:39,20.533333333333335
287,CR-Fitchburg,North Station,Waltham,2016-09-01 17:40:19,2016-09-01 17:55:50,15.516666666666667
288,CR-Fitchburg,North Station,Waltham,2016-09-02 17:38:22,2016-09-02 17:55:40,17.3
289,CR-Fitchburg,North Station,Waltham,2016-09-02 19:17:42,2016-09-02 19:38:44,21.033333333333335
290,CR-Fitchburg,North Station,Waltham,2016-09-06 17:09:09,2016-09-06 17:26:40,17.516666666666666
291,CR-Fitchburg,North Station,Waltham,2016-09-06 17:38:40,2016-09-06 17:57:42,19.033333333333335
292,CR-Fitchburg,North Station,Waltham,2016-09-07 17:37:41,2016-09-07 17:54:43,17.033333333333335
293,CR-Fitchburg,North Station,Waltham,2016-09-07 19:18:32,2016-09-07 19:37:32,19.0
294,CR-Fitchburg,North Station,Waltham,2016-09-08 17:08:40,2016-09-08 17:24:11,15.516666666666667
295,CR-Fitchburg,North Station,Waltham,2016-09-08 17:37:53,2016-09-08 17:54:57,17.066666666666666
296,CR-Fitchburg,North Station,Waltham,2016-09-09 17:02:57,2016-09-09 17:27:00,24.05
297,CR-Fitchburg,North Station,Waltham,2016-09-09 17:59:13,2016-09-09 18:16:44,17.516666666666666
298,CR-Fitchburg,North Station,Waltham,2016-09-10 18:02:51,2016-09-10 18:23:23,20.533333333333335
299,CR-Fitchburg,North Station,Waltham,2016-09-10 20:01:40,2016-09-10 20:22:12,20.533333333333335
300,CR-Fitchburg,North Station,Waltham,2016-09-12 17:37:05,2016-09-12 17:55:55,18.833333333333332
301,CR-Fitchburg,North Station,Waltham,2016-09-13 17:56:36,2016-09-13 18:17:38,21.033333333333335
302,CR-Fitchburg,North Station,Waltham,2016-09-14 17:40:19,2016-09-14 17:56:01,15.7
303,CR-Fitchburg,North Station,Waltham,2016-09-14 17:57:17,2016-09-14 18:18:18,21.016666666666666
304,CR-Fitchburg,North Station,Waltham,2016-09-14 20:47:26,2016-09-14 21:08:28,21.033333333333335
305,CR-Fitchburg,North Station,Waltham,2016-09-15 17:02:34,2016-09-15 17:23:05,20.516666666666666
306,CR-Fitchburg,North Station,Waltham,2016-09-16 17:37:33,2016-09-16 17:55:04,17.516666666666666
307,CR-Fitchburg,North Station,Waltham,2016-09-18 20:03:30,2016-09-18 20:22:32,19.033333333333335
308,CR-Fitchburg,North Station,Waltham,2016-09-19 17:38:37,2016-09-19 17:57:25,18.8
309,CR-Fitchburg,North Station,Waltham,2016-09-20 17:04:30,2016-09-20 17:30:31,26.016666666666666
310,CR-Fitchburg,North Station,Waltham,2016-09-20 17:37:04,2016-09-20 17:54:35,17.516666666666666
311,CR-Fitchburg,North Station,Waltham,2016-09-20 17:59:44,2016-09-20 18:16:33,16.816666666666666
312,CR-Fitchburg,North Station,Waltham,2016-09-21 17:57:45,2016-09-21 18:16:46,19.016666666666666
313,CR-Fitchburg,North Station,Waltham,2016-09-21 19:16:54,2016-09-21 19:37:24,20.5
314,CR-Fitchburg,North Station,Waltham,2016-09-22 17:37:18,2016-09-22 17:56:07,18.816666666666666
315,CR-Fitchburg,North Station,Waltham,2016-09-23 17:36:55,2016-09-23 17:55:59,19.066666666666666
316,CR-Fitchburg,North Station,Waltham,2016-09-26 17:37:10,2016-09-26 17:56:12,19.033333333333335
317,CR-Fitchburg,North Station,Waltham,2016-09-27 20:47:43,2016-09-27 21:08:14,20.516666666666666
318,CR-Fitchburg,North Station,Waltham,2016-09-28 17:57:46,2016-09-28 18:16:48,19.033333333333335
319,CR-Fitchburg,North Station,Waltham,2016-09-29 17:02:55,2016-09-29 17:23:27,20.533333333333335
320,CR-Fitchburg,North Station,Waltham,2016-09-29 17:43:52,2016-09-29 17:55:53,12.016666666666667
321,CR-Fitchburg,North Station,Waltham,2016-09-30 17:38:47,2016-09-30 17:55:49,17.033333333333335
322,CR-Fitchburg,North Station,Waltham,2016-09-30 19:18:33,2016-09-30 19:39:08,20.583333333333332
323,CR-Fitchburg,North Station,Waltham,2016-10-03 17:04:38,2016-10-03 17:25:10,20.533333333333335
324,CR-Fitchburg,North Station,Waltham,2016-10-03 17:44:10,2016-10-03 17:54:41,10.516666666666667
325,CR-Fitchburg,North Station,Waltham,2016-10-03 17:56:24,2016-10-03 18:16:55,20.516666666666666
326,CR-Fitchburg,North Station,Waltham,2016-10-03 19:23:44,2016-10-03 19:44:16,20.533333333333335
327,CR-Fitchburg,North Station,Waltham,2016-10-04 17:05:56,2016-10-04 17:26:57,21.016666666666666
328,CR-Fitchburg,North Station,Waltham,2016-10-04 17:38:57,2016-10-04 17:57:32,18.583333333333332
329,CR-Fitchburg,North Station,Waltham,2016-10-04 19:18:06,2016-10-04 19:39:07,21.016666666666666
330,CR-Fitchburg,North Station,Waltham,2016-10-05 17:40:21,2016-10-05 17:57:23,17.033333333333335
331,CR-Fitchburg,North Station,Waltham,2016-10-06 17:37:26,2016-10-06 17:57:57,20.516666666666666
332,CR-Fitchburg,North Station,Waltham,2016-10-06 17:58:07,2016-10-06 18:16:55,18.8
333,CR-Fitchburg,North Station,Waltham,2016-10-06 19:25:30,2016-10-06 19:37:30,12.0
334,CR-Fitchburg,North Station,Waltham,2016-10-06 20:47:58,2016-10-06 21:12:30,24.533333333333335
335,CR-Fitchburg,North Station,Waltham,2016-10-07 17:02:59,2016-10-07 17:23:38,20.65
336,CR-Fitchburg,North Station,Waltham,2016-10-07 17:38:40,2016-10-07 17:56:10,17.5
337,CR-Fitchburg,North Station,Waltham,2016-10-07 19:18:36,2016-10-07 19:39:24,20.8
338,CR-Fitchburg,North Station,Waltham,2016-10-09 20:03:06,2016-10-09 20:22:10,19.066666666666666
339,CR-Fitchburg,North Station,Waltham,2016-10-11 17:36:36,2016-10-11 17:55:37,19.016666666666666
340,CR-Fitchburg,North Station,Waltham,2016-10-11 18:28:06,2016-10-11 18:48:39,20.55
341,CR-Fitchburg,North Station,Waltham,2016-10-12 18:14:47,2016-10-12 18:40:35,25.8
342,CR-Fitchburg,North Station,Waltham,2016-10-17 17:37:46,2016-10-17 17:56:33,18.783333333333335
343,CR-Fitchburg,North Station,Waltham,2016-10-19 17:39:25,2016-10-19 17:54:26,15.016666666666667
344,CR-Fitchburg,North Station,Waltham,2016-10-19 19:18:47,2016-10-19 19:37:48,19.016666666666666
345,CR-Fitchburg,North Station,Waltham,2016-10-20 17:02:20,2016-10-20 17:24:51,22.516666666666666
346,CR-Fitchburg,North Station,Waltham,2016-10-20 17:36:46,2016-10-20 17:57:18,20.533333333333335
347,CR-Fitchburg,North Station,Waltham,2016-10-20 20:48:50,2016-10-20 21:07:52,19.033333333333335
348,CR-Fitchburg,North Station,Waltham,2016-10-21 17:02:38,2016-10-21 17:24:39,22.016666666666666
349,CR-Fitchburg,North Station,Waltham,2016-10-21 17:36:53,2016-10-21 17:57:26,20.55
350,CR-Fitchburg,North Station,Waltham,2016-10-21 18:05:41,2016-10-21 18:30:02,24.35
351,CR-Fitchburg,North Station,Waltham,2016-10-21 18:38:34,2016-10-21 18:57:43,19.15
352,CR-Fitchburg,North Station,Waltham,2016-10-21 20:47:32,2016-10-21 21:08:03,20.516666666666666
353,CR-Fitchburg,North Station,Waltham,2016-10-24 17:03:20,2016-10-24 17:23:52,20.533333333333335
354,CR-Fitchburg,North Station,Waltham,2016-10-24 19:18:50,2016-10-24 19:37:38,18.8
355,CR-Fitchburg,North Station,Waltham,2016-10-25 17:38:40,2016-10-25 17:59:13,20.55
356,CR-Fitchburg,North Station,Waltham,2016-10-25 20:47:39,2016-10-25 21:08:13,20.566666666666666
357,CR-Fitchburg,North Station,Waltham,2016-10-26 17:38:52,2016-10-26 17:59:14,20.366666666666667
358,CR-Fitchburg,North Station,Waltham,2016-10-27 17:37:09,2016-10-27 17:57:40,20.516666666666666
359,CR-Fitchburg,North Station,Waltham,2016-10-29 20:03:44,2016-10-29 20:26:15,22.516666666666666
360,CR-Fitchburg,North Station,Waltham,2016-10-31 17:58:00,2016-10-31 18:16:43,18.716666666666665
361,CR-Fitchburg,North Station,Waltham,2016-11-01 17:36:43,2016-11-01 17:57:17,20.566666666666666
362,CR-Fitchburg,North Station,Waltham,2016-11-02 17:40:36,2016-11-02 17:59:37,19.016666666666666
363,CR-Fitchburg,North Station,Waltham,2016-11-02 18:27:08,2016-11-02 18:47:39,20.516666666666666
364,CR-Fitchburg,North Station,Waltham,2016-11-02 19:16:40,2016-11-02 19:37:41,21.016666666666666
365,CR-Fitchburg,North Station,Waltham,2016-11-02 20:51:18,2016-11-02 21:06:49,15.516666666666667
366,CR-Fitchburg,North Station,Waltham,2016-11-03 17:06:41,2016-11-03 17:23:43,17.033333333333335
367,CR-Fitchburg,North Station,Waltham,2016-11-04 17:37:23,2016-11-04 17:56:24,19.016666666666666
368,CR-Fitchburg,North Station,Waltham,2016-11-04 18:30:52,2016-11-04 18:49:24,18.533333333333335
369,CR-Fitchburg,North Station,Waltham,2016-11-07 17:37:02,2016-11-07 17:57:23,20.35
370,CR-Fitchburg,North Station,Waltham,2016-11-08 19:18:28,2016-11-08 19:36:59,18.516666666666666
371,CR-Fitchburg,North Station,Waltham,2016-11-09 17:05:04,2016-11-09 17:23:40,18.6
372,CR-Fitchburg,North Station,Waltham,2016-11-10 17:02:49,2016-11-10 17:23:24,20.583333333333332
373,CR-Fitchburg,North Station,Waltham,2016-11-10 17:38:50,2016-11-10 17:59:22,20.533333333333335
374,CR-Fitchburg,North Station,Waltham,2016-11-11 17:37:51,2016-11-11 18:00:23,22.533333333333335
375,CR-Fitchburg,North Station,Waltham,2016-11-11 18:27:55,2016-11-11 18:48:29,20.566666666666666
376,CR-Fitchburg,North Station,Waltham,2016-11-14 17:41:05,2016-11-14 17:59:53,18.8
377,CR-Fitchburg,North Station,Waltham,2016-11-14 19:18:58,2016-11-14 19:39:18,20.333333333333332
378,CR-Fitchburg,North Station,Waltham,2016-11-14 20:48:22,2016-11-14 21:07:23,19.016666666666666
379,CR-Fitchburg,North Station,Waltham,2016-11-15 17:39:21,2016-11-15 18:02:46,23.416666666666668
380,CR-Fitchburg,North Station,Waltham,2016-11-15 18:27:26,2016-11-15 18:47:56,20.5
381,CR-Fitchburg,North Station,Waltham,2016-11-15 20:48:30,2016-11-15 21:07:33,19.05
382,CR-Fitchburg,North Station,Waltham,2016-11-16 17:03:09,2016-11-16 17:27:10,24.016666666666666
383,CR-Fitchburg,North Station,Waltham,2016-11-16 17:40:55,2016-11-16 17:58:00,17.083333333333332
384,CR-Fitchburg,North Station,Waltham,2016-11-17 17:03:30,2016-11-17 17:30:55,27.416666666666668
385,CR-Fitchburg,North Station,Waltham,2016-11-17 17:37:39,2016-11-17 17:58:28,20.816666666666666
386,CR-Fitchburg,North Station,Waltham,2016-11-18 17:39:20,2016-11-18 17:56:38,17.3
387,CR-Fitchburg,North Station,Waltham,2016-11-20 20:02:20,2016-11-20 20:21:22,19.033333333333335
388,CR-Fitchburg,North Station,Waltham,2016-11-22 17:37:35,2016-11-22 17:58:12,20.616666666666667
389,CR-Fitchburg,North Station,Waltham,2016-11-25 17:37:21,2016-11-25 17:54:22,17.016666666666666
390,CR-Fitchburg,North Station,Waltham,2016-11-25 19:18:39,2016-11-25 19:37:41,19.033333333333335
391,CR-Fitchburg,North Station,Waltham,2016-11-28 17:40:46,2016-11-28 18:01:18,20.533333333333335
392,CR-Fitchburg,North Station,Waltham,2016-11-29 17:39:11,2016-11-29 17:56:09,16.966666666666665
393,CR-Fitchburg,North Station,Waltham,2016-11-29 19:14:47,2016-11-29 19:37:05,22.3
394,CR-Fitchburg,North Station,Waltham,2016-11-30 17:02:28,2016-11-30 17:23:30,21.033333333333335
395,CR-Fitchburg,North Station,Waltham,2016-11-30 17:37:07,2016-11-30 17:56:09,19.033333333333335
396,CR-Fitchburg,North Station,Waltham,2016-11-30 17:57:28,2016-11-30 18:18:04,20.6
397,CR-Fitchburg,North Station,Waltham,2016-11-30 18:28:40,2016-11-30 18:49:12,20.533333333333335
398,CR-Fitchburg,North Station,Waltham,2016-12-01 17:38:58,2016-12-01 17:56:16,17.3
399,CR-Fitchburg,North Station,Waltham,2016-12-02 17:37:46,2016-12-02 17:56:48,19.033333333333335
400,CR-Fitchburg,North Station,Waltham,2016-12-02 19:18:54,2016-12-02 19:35:54,17.0
401,CR-Fitchburg,North Station,Waltham,2016-12-05 17:03:06,2016-12-05 17:25:32,22.433333333333334
402,CR-Fitchburg,North Station,Waltham,2016-12-05 17:37:23,2016-12-05 17:56:20,18.95
403,CR-Fitchburg,North Station,Waltham,2016-12-09 17:04:55,2016-12-09 17:26:56,22.016666666666666
404,CR-Fitchburg,North Station,Waltham,2016-12-09 17:39:15,2016-12-09 17:56:17,17.033333333333335
405,CR-Fitchburg,North Station,Waltham,2016-12-10 17:47:25,2016-12-10 18:06:27,19.033333333333335
406,CR-Fitchburg,North Station,Waltham,2016-12-12 17:20:12,2016-12-12 17:26:43,6.516666666666667
407,CR-Fitchburg,North Station,Waltham,2016-12-12 20:49:49,2016-12-12 21:08:13,18.4
408,CR-Fitchburg,North Station,Waltham,2016-12-13 17:39:12,2016-12-13 17:59:45,20.55
409,CR-Fitchburg,North Station,Waltham,2016-12-13 20:48:16,2016-12-13 21:07:17,19.016666666666666
410,CR-Fitchburg,North Station,Waltham,2016-12-14 17:37:31,2016-12-14 17:54:49,17.3
411,CR-Fitchburg,North Station,Waltham,2016-12-15 17:03:11,2016-12-15 17:27:08,23.95
412,CR-Fitchburg,North Station,Waltham,2016-12-16 17:06:38,2016-12-16 17:23:44,17.1
413,CR-Fitchburg,North Station,Waltham,2016-12-16 17:39:10,2016-12-16 17:56:10,17.0
414,CR-Fitchburg,North Station,Waltham,2016-12-17 17:47:27,2016-12-17 18:07:58,20.516666666666666
415,CR-Fitchburg,North Station,Waltham,2016-12-18 19:56:54,2016-12-18 20:15:56,19.033333333333335
416,CR-Fitchburg,North Station,Waltham,2016-12-19 17:02:58,2016-12-19 17:25:17,22.316666666666666
417,CR-Fitchburg,North Station,Waltham,2016-12-19 17:40:47,2016-12-19 17:57:49,17.033333333333335
418,CR-Fitchburg,North Station,Waltham,2016-12-20 17:02:34,2016-12-20 17:24:36,22.033333333333335
419,CR-Fitchburg,North Station,Waltham,2016-12-20 17:38:41,2016-12-20 17:55:42,17.016666666666666
420,CR-Fitchburg,North Station,Waltham,2016-12-21 20:43:00,2016-12-21 21:08:27,25.45
421,CR-Fitchburg,North Station,Waltham,2016-12-22 17:03:38,2016-12-22 17:24:01,20.383333333333333
422,CR-Fitchburg,North Station,Waltham,2016-12-22 17:38:10,2016-12-22 17:56:58,18.8
423,CR-Fitchburg,North Station,Waltham,2016-12-22 17:58:40,2016-12-22 18:15:41,17.016666666666666
424,CR-Fitchburg,North Station,Waltham,2016-12-23 17:39:05,2016-12-23 17:54:36,15.516666666666667
425,CR-Fitchburg,North Station,Waltham,2016-12-23 17:58:07,2016-12-23 18:17:08,19.016666666666666
426,CR-Fitchburg,North Station,Waltham,2016-12-24 17:49:36,2016-12-24 18:06:37,17.016666666666666
427,CR-Fitchburg,North Station,Waltham,2016-12-27 17:04:37,2016-12-27 17:23:38,19.016666666666666
428,CR-Fitchburg,North Station,Waltham,2016-12-30 17:02:47,2016-12-30 17:24:49,22.033333333333335
429,CR-Fitchburg,North Station,Waltham,2016-12-30 17:37:03,2016-12-30 17:54:04,17.016666666666666
430,CR-Fitchburg,North Station,Waltham,2017-01-03 17:38:15,2017-01-03 17:55:18,17.05
431,CR-Fitchburg,North Station,Waltham,2017-01-04 17:39:10,2017-01-04 17:56:11,17.016666666666666
432,CR-Fitchburg,North Station,Waltham,2017-01-04 18:26:43,2017-01-04 18:47:45,21.033333333333335
433,CR-Fitchburg,North Station,Waltham,2017-01-04 20:47:36,2017-01-04 21:08:07,20.516666666666666
434,CR-Fitchburg,North Station,Waltham,2017-01-06 19:18:03,2017-01-06 19:37:03,19.0
435,CR-Fitchburg,North Station,Waltham,2017-01-10 17:37:51,2017-01-10 17:56:51,19.0
436,CR-Fitchburg,North Station,Waltham,2017-01-11 17:37:09,2017-01-11 17:55:39,18.5
437,CR-Fitchburg,North Station,Waltham,2017-01-11 19:18:24,2017-01-11 19:38:53,20.483333333333334
438,CR-Fitchburg,North Station,Waltham,2017-01-13 17:37:09,2017-01-13 17:57:28,20.316666666666666
439,CR-Fitchburg,North Station,Waltham,2017-01-13 18:26:52,2017-01-13 18:47:24,20.533333333333335
440,CR-Fitchburg,North Station,Waltham,2017-01-16 19:20:29,2017-01-16 19:37:30,17.016666666666666
441,CR-Fitchburg,North Station,Waltham,2017-01-17 17:37:10,2017-01-17 17:55:46,18.6
442,CR-Fitchburg,North Station,Waltham,2017-01-17 19:16:51,2017-01-17 19:37:25,20.566666666666666
443,CR-Fitchburg,North Station,Waltham,2017-01-18 17:39:14,2017-01-18 17:56:14,17.0
444,CR-Fitchburg,North Station,Waltham,2017-01-19 20:52:44,2017-01-19 21:09:44,17.0
445,CR-Fitchburg,North Station,Waltham,2017-01-20 17:37:27,2017-01-20 17:56:16,18.816666666666666
446,CR-Fitchburg,North Station,Waltham,2017-01-20 20:51:37,2017-01-20 21:10:09,18.533333333333335
447,CR-Fitchburg,North Station,Waltham,2017-01-24 17:02:35,2017-01-24 17:23:36,21.016666666666666
448,CR-Fitchburg,North Station,Waltham,2017-01-25 17:48:05,2017-01-25 18:08:43,20.633333333333333
449,CR-Fitchburg,North Station,Waltham,2017-01-25 20:50:37,2017-01-25 21:09:22,18.75
450,CR-Fitchburg,North Station,Waltham,2017-01-26 18:03:10,2017-01-26 18:19:57,16.783333333333335
451,CR-Fitchburg,North Station,Waltham,2017-01-26 20:48:05,2017-01-26 21:10:03,21.966666666666665
452,CR-Fitchburg,North Station,Waltham,2017-01-27 17:37:46,2017-01-27 17:58:07,20.35
453,CR-Fitchburg,North Station,Waltham,2017-01-30 17:37:30,2017-01-30 17:56:19,18.816666666666666
454,CR-Fitchburg,North Station,Waltham,2017-01-30 20:48:20,2017-01-30 21:06:51,18.516666666666666
455,CR-Fitchburg,North Station,Waltham,2017-01-31 17:04:49,2017-01-31 17:28:39,23.833333333333332
456,CR-Fitchburg,North Station,Waltham,2017-01-31 17:59:13,2017-01-31 18:20:14,21.016666666666666
457,CR-Fitchburg,North Station,Waltham,2017-01-31 19:18:31,2017-01-31 19:37:02,18.516666666666666
458,CR-Fitchburg,North Station,Waltham,2017-02-01 17:38:04,2017-02-01 17:55:06,17.033333333333335
459,CR-Fitchburg,North Station,Waltham,2017-02-02 17:37:33,2017-02-02 17:56:04,18.516666666666666
460,CR-Fitchburg,North Station,Waltham,2017-02-03 20:47:48,2017-02-03 21:06:19,18.516666666666666
461,CR-Fitchburg,North Station,Waltham,2017-02-08 19:24:31,2017-02-08 19:45:32,21.016666666666666
462,CR-Fitchburg,North Station,Waltham,2017-02-09 17:45:48,2017-02-09 18:03:12,17.4
463,CR-Fitchburg,North Station,Waltham,2017-02-10 17:36:39,2017-02-10 17:55:41,19.033333333333335
464,CR-Fitchburg,North Station,Waltham,2017-02-10 17:59:06,2017-02-10 18:19:38,20.533333333333335
465,CR-Fitchburg,North Station,Waltham,2017-02-10 20:47:45,2017-02-10 21:06:46,19.016666666666666
466,CR-Fitchburg,North Station,Waltham,2017-02-13 17:29:21,2017-02-13 17:49:56,20.583333333333332
467,CR-Fitchburg,North Station,Waltham,2017-02-13 17:37:49,2017-02-13 18:00:20,22.516666666666666
468,CR-Fitchburg,North Station,Waltham,2017-02-13 19:22:31,2017-02-13 19:43:00,20.483333333333334
469,CR-Fitchburg,North Station,Waltham,2017-02-13 20:48:40,2017-02-13 21:07:31,18.85
470,CR-Fitchburg,North Station,Waltham,2017-02-14 17:39:08,2017-02-14 17:57:55,18.783333333333335
471,CR-Fitchburg,North Station,Waltham,2017-02-16 17:59:37,2017-02-16 18:17:07,17.5
472,CR-Fitchburg,North Station,Waltham,2017-02-16 20:46:38,2017-02-16 21:07:12,20.566666666666666
473,CR-Fitchburg,North Station,Waltham,2017-02-17 19:23:52,2017-02-17 19:44:35,20.716666666666665
474,CR-Fitchburg,North Station,Waltham,2017-02-17 20:49:38,2017-02-17 21:08:38,19.0
475,CR-Fitchburg,North Station,Waltham,2017-02-20 17:48:21,2017-02-20 18:08:52,20.516666666666666
476,CR-Fitchburg,North Station,Waltham,2017-02-21 17:41:46,2017-02-21 18:00:33,18.783333333333335
477,CR-Fitchburg,North Station,Waltham,2017-02-22 17:37:33,2017-02-22 17:56:21,18.8
478,CR-Fitchburg,North Station,Waltham,2017-02-23 17:38:06,2017-02-23 17:55:08,17.033333333333335
479,CR-Fitchburg,North Station,Waltham,2017-02-24 20:47:56,2017-02-24 21:06:44,18.8
480,CR-Fitchburg,North Station,Waltham,2017-02-25 19:57:28,2017-02-25 20:18:00,20.533333333333335
481,CR-Fitchburg,North Station,Waltham,2017-02-27 17:01:07,2017-02-27 17:24:56,23.816666666666666
482,CR-Fitchburg,North Station,Waltham,2017-02-27 17:59:21,2017-02-27 18:19:53,20.533333333333335
483,CR-Fitchburg,North Station,Waltham,2017-02-27 18:26:46,2017-02-27 18:47:47,21.016666666666666
484,CR-Fitchburg,North Station,Waltham,2017-02-27 20:48:19,2017-02-27 21:06:50,18.516666666666666
485,CR-Fitchburg,North Station,Waltham,2017-02-28 20:53:59,2017-02-28 21:14:49,20.833333333333332
486,CR-Fitchburg,North Station,Waltham,2017-03-01 18:26:58,2017-03-01 18:47:30,20.533333333333335
487,CR-Fitchburg,North Station,Waltham,2017-03-02 17:03:47,2017-03-02 17:27:30,23.716666666666665
488,CR-Fitchburg,North Station,Waltham,2017-03-02 17:38:07,2017-03-02 17:58:39,20.533333333333335
489,CR-Fitchburg,North Station,Waltham,2017-03-02 20:47:13,2017-03-02 21:09:15,22.033333333333335
490,CR-Fitchburg,North Station,Waltham,2017-03-04 17:34:04,2017-03-04 18:06:42,32.63333333333333
491,CR-Fitchburg,North Station,Waltham,2017-03-07 16:59:28,2017-03-07 17:25:09,25.683333333333334
492,CR-Fitchburg,North Station,Waltham,2017-03-07 17:39:11,2017-03-07 18:03:07,23.933333333333334
493,CR-Fitchburg,North Station,Waltham,2017-03-09 17:55:13,2017-03-09 18:19:04,23.85
494,CR-Fitchburg,North Station,Waltham,2017-03-10 17:38:45,2017-03-10 18:04:47,26.033333333333335
495,CR-Fitchburg,North Station,Waltham,2017-03-10 19:18:32,2017-03-10 19:39:01,20.483333333333334
496,CR-Fitchburg,North Station,Waltham,2017-03-10 20:49:34,2017-03-10 21:11:35,22.016666666666666
497,CR-Fitchburg,North Station,Waltham,2017-03-11 17:47:38,2017-03-11 18:06:10,18.533333333333335
498,CR-Fitchburg,North Station,Waltham,2017-03-13 16:52:27,2017-03-13 17:24:29,32.03333333333333
499,CR-Fitchburg,North Station,Waltham,2017-03-13 18:26:23,2017-03-13 18:47:24,21.016666666666666
500,CR-Fitchburg,North Station,Waltham,2017-03-14 17:01:15,2017-03-14 17:25:18,24.05
501,CR-Fitchburg,North Station,Waltham,2017-03-14 17:57:52,2017-03-14 18:23:56,26.066666666666666
502,CR-Fitchburg,North Station,Waltham,2017-03-14 19:23:22,2017-03-14 19:45:02,21.666666666666668
503,CR-Fitchburg,North Station,Waltham,2017-03-15 17:55:37,2017-03-15 18:17:21,21.733333333333334
504,CR-Fitchburg,North Station,Waltham,2017-03-16 17:39:08,2017-03-16 17:57:53,18.75
505,CR-Fitchburg,North Station,Waltham,2017-03-17 17:02:56,2017-03-17 17:25:28,22.533333333333335
506,CR-Fitchburg,North Station,Waltham,2017-03-20 17:38:44,2017-03-20 17:57:32,18.8
507,CR-Fitchburg,North Station,Waltham,2017-03-20 18:30:10,2017-03-20 18:52:27,22.283333333333335
508,CR-Fitchburg,North Station,Waltham,2017-03-21 19:17:46,2017-03-21 19:36:48,19.033333333333335
509,CR-Fitchburg,North Station,Waltham,2017-03-21 20:47:04,2017-03-21 21:07:37,20.55
510,CR-Fitchburg,North Station,Waltham,2017-03-22 17:38:41,2017-03-22 17:55:42,17.016666666666666
511,CR-Fitchburg,North Station,Waltham,2017-03-22 20:47:37,2017-03-22 21:08:08,20.516666666666666
512,CR-Fitchburg,North Station,Waltham,2017-03-23 20:48:45,2017-03-23 21:09:17,20.533333333333335
